,Link,Title,Section Name,Text
49,https://pubs.usgs.gov/tm/14/a2/tm14a2.pdf,"THRESH—Software for Tracking Rainfall Thresholds for Landslide and Debris-Flow Occurrence, User Manual",Abstract (introduction may be better),"Precipitation thresholds are used in many areas to provide early warning of precipitation-induced landslides and debris flows, and the software distribution THRESH is designed for automated tracking of precipitation, including precipitation forecasts, relative to thresholds for landslide occurrence. This software is also useful for analyzing multiyear precipitation records to compare timing of threshold exceedance with dates and times of historical landslides. This distribution includes the main program THRESH for comparing precipitation to several kinds of thresholds, two utility programs, and a small collection of Python and shell scripts to aid the automated collection and formatting of input data and the graphing and further analysis of output results. The software programs can be deployed on computing platforms that support Fortran 95, Python 2, and certain Unix commands. The software handles rainfall intensity-duration thresholds, cumulative recent-antecedent precipitation thresholds, and peak intensity thresholds as well as various measures of antecedent precipitation. Users should have predefined rainfall thresholds before running THRESH."
50,https://pubs.usgs.gov/of/2008/1159/downloads/pdf/OF08-1159.pdf,"TRIGRS—A Fortran Program for Transient
Rainfall Infiltration and Grid-Based Regional
Slope-Stability Analysis, Version 2.0",Abstract,"The Transient Rainfall Infiltration and Grid-Based Regional Slope-Stability Model (TRIGRS) is a Fortran program designed for modeling the timing and distribution of shallow, rainfall-induced landslides. The program computes transient pore-pressure changes, and attendant changes in the factor of safety, due to rainfall infiltration. The program models rainfall infiltration, resulting from storms that have durations ranging from hours to a few days, using analytical solutions for partial differential equations that represent one-dimensional, vertical flow in isotropic, homogeneous materials for either saturated or unsaturated conditions. Use of step-function series allows the program to represent variable rainfall input, and a simple runoff routing model allows the user to divert excess water from impervious areas onto more permeable downslope areas. The TRIGRS program uses a simple infinite-slope model to compute factor of safety on a cell-by-cell basis. An approximate formula for effective stress in unsaturated materials aids computation of the factor of safety in unsaturated soils. Horizontal heterogeneity is accounted for by allowing material properties, rainfall, and other input values to vary from cell to cell. This command-line program is used in conjunction with geographic information system (GIS) software to prepare input grids and visualize model results."
51,https://pubs.er.usgs.gov/publication/ofr20151009,Update of the Graizer-Kalkan ground-motion prediction equations for shallow crustal continental earthquakes,Abstract,"A ground-motion prediction equation (GMPE) for computing medians and standard deviations of peak ground acceleration and 5-percent damped pseudo spectral acceleration response ordinates of maximum horizontal component of randomly oriented ground motions was developed by Graizer and Kalkan (2007, 2009) to be used for seismic hazard analyses and engineering applications. This GMPE was derived from the greatly expanded Next Generation of Attenuation (NGA)-West1 database. In this study, Graizer and Kalkan’s GMPE is revised to include (1) an anelastic attenuation term as a function of quality factor (Q0) in order to capture regional differences in large-distance attenuation and (2) a new frequency-dependent sedimentary-basin scaling term as a function of depth to the 1.5-km/s shear-wave velocity isosurface to improve ground-motion predictions for sites on deep sedimentary basins. The new model (GK15), developed to be simple, is applicable to the western United States and other regions with shallow continental crust in active tectonic environments and may be used for earthquakes with moment magnitudes 5.0–8.0, distances 0–250 km, average shear-wave velocities 200–1,300 m/s, and spectral periods 0.01–5 s. Directivity effects are not explicitly modeled but are included through the variability of the data. Our aleatory variability model captures inter-event variability, which decreases with magnitude and increases with distance. The mixed-effects residuals analysis shows that the GK15 reveals no trend with respect to the independent parameters. The GK15 is a significant improvement over Graizer and Kalkan (2007, 2009), and provides a demonstrable, reliable description of ground-motion amplitudes recorded from shallow crustal earthquakes in active tectonic regions over a wide range of magnitudes, distances, and site conditions."
52,https://pubs.er.usgs.gov/publication/tm4A10,User guide to Exploration and Graphics for RivEr Trends (EGRET) and dataRetrieval: R packages for hydrologic data,Abstract,"Evaluating long-term changes in river conditions (water quality and discharge) is an important use of hydrologic data. To carry out such evaluations, the hydrologist needs tools to facilitate several key steps in the process: acquiring the data records from a variety of sources, structuring it in ways that facilitate the analysis, processing the data with routines that extract information about changes that may be happening, and displaying findings with graphical techniques. A pair of tightly linked R packages, called dataRetrieval and EGRET (Exploration and Graphics for RivEr Trends), have been developed for carrying out each of these steps in an integrated manner. They are designed to easily accept data from three sources: U.S. Geological Survey hydrologic data, U.S. Environmental Protection Agency (EPA) STORET data, and user-supplied flat files. The dataRetrieval package not only serves as a “front end” to the EGRET package, it can also be used to easily download many types of hydrologic data and organize it in ways that facilitate many other hydrologic applications. The EGRET package has components oriented towards the description of long-term changes in streamflow statistics (high flow, average flow, and low flow) as well as changes in water quality. For the water-quality analysis, it uses Weighted Regressions on Time, Discharge and Season (WRTDS) to describe long-term trends in both concentration and flux. EGRET also creates a wide range of graphical presentations of the water-quality data and of the WRTDS results. This report serves as a user guide to these two R packages, providing detailed guidance on installation and use of the software, documentation of the analysis methods used, as well as guidance on some of the kinds of questions and approaches that the software can facilitate."
53,https://pubs.usgs.gov/of/1991/0183/report.pdf,"USER'S MANUAL FOR WATEQ4F, WITH REVISED THERMODYNAMIC DATA
BASE AND TEST CASES FOR CALCULATING SPECIATION OF MAJOR,
TRACE, AND REDOX ELEMENTS IN NATURAL WATERS",ABSTRACT,"A FORTRAN 77 version of the PL/1 computer program for the geochemical model WATEQ2, which computes major and trace element speciation and mineral saturation for natural waters, has been developed. The code WATEQ4F has been adapted to execute on an IBM PC1 or compatible microcomputer with or without an 8087, 80287 or 80387 numeric coprocessor and, if recompilation is desired, a full-featured microcomputer FORTRAN compiler. The calculation procedure is identical to WATEQ2, which has been installed on many mainframes and minicomputers. Several data base revisions have been made that include the addition of Se (-II, 0, IV, VI) and U (HI, IV, V, VI) species as well as the recently published values of Nordstrom and others (1990). A new set of redox options has been introduced so that all species that would exist in a disequilibrium system can be independently calculated, or selected species can be coupled, at the desire of the user. This report provides all the reactions and references for the complete data base, instructions for program operation, and an explanation of the input and output files. Attachments contain sample output from four water analyses used as test cases, and the complete source listings for WATEQ4F, its thermodynamic data base, input data preparation program WQ4FINPT, and a batch program to run WATEQ4F. The thermodynamic mass transfer program PHREEQE and the revised version of mass balance program BALANCE (BALN INPT) also have been adapted to execute on a personal microcomputer with the same specifications as those described above."
54,https://pubs.usgs.gov/wri/1987/4163/report.pdf,"USERS MANUAL FOR A BRANCHED
LAGRANGIAN TRANSPORT MODEL",Abstract,"A Lagrangian transport model for simulating the fate of water-quality constituents, such as temperature and dissolved oxygen, in networks of open channels with reversing flow is presented in this Users Manual. Onedimensional transport theory, algorithms used in the model, and application of the model including two examples are presented. Appendices discuss three plot programs for use with the model and the Time-Dependent Data System for managing input and output data."
55,https://www.hydroshare.org/resource/4df337867d314620bd87b27c6732e6fe/,VFLUX: Vertical Fluid Heat Transfer Solver (VFlu[H]X Solver),Abstract (but more of a website with zip downloads),"VFLUX is a program that calculates one-dimensional vertical fluid flow (seepage flux) through saturated porous media, using heat transport equations. It uses temperature time series data measured by multiple temperature sensors in a vertical profile in order to calculate flux at specific times and depths. VFLUX is written as a MATLAB toolbox, a set of functions that run in the MATLAB environment."
56,https://www.usgs.gov/software/vs2drti-a-graphical-software-package-simulating-water-flow-heat-transport-and-reactive,"VS2DRTI - A Graphical Software Package for Simulating Water Flow, Heat Transport, and Reactive Solute Transport","Overview of VS2DRTI (website, not an article - where do we pull info for this type of file?)","The VS2DRTI package contains all the tools that a user needs to create, run, and view results for a simulation of flow and heat and reactive solute transport through variably saturated porous media. The package seamlessly integrates a graphical user interface--within which the user can draw the simulated domain and enter or modify model parameters--with existing USGS models of flow, heat transport (VS2DH), solute transport (VS2DT), and geochemical reaction (PHREEQC). A postprocessor can display simulation results. VS2DRTI extends the capabilities of software package VS2DI Version 1.3.

The VS2DRTI software package includes two applications:

VS2DRTI for simulation of water and heat and solute transport
VS2POST a standalone postprocessor for viewing results saved from previous simulation runs
Experienced users of VS2DI will find that it is now easy to construct simulations of reactive solute transport.

New users will find that the VS2DRTI package allows for easy and rapid examination of water and contaminant (or heat) movement through various different hydrologic regimes. It is an excellent tool for hypothesis testing (for example, for looking at the influence that the shape, position, and hydraulic characteristics of a layer of low permeability have on the movement of a contaminant infiltrating from the soil surface). VS2DRTI is also very useful for teaching the basics of soil physics and subsurface contaminant transport. Typical applications of the programs are for studies of ground-water recharge, surface-water-ground-water exchange, and contaminant transport from waste disposal sites. An extensive on-line help manual provides all the information necessary to run the programs."
57,https://repository.library.noaa.gov/view/noaa/9331,"WEMo (Wave Exposure Model) : formulation, procedures and validation",Abstract,"This report describes the working of National Centers for Coastal Ocean Service (NCCOS) Wave Exposure Model (WEMo) capable of predicting the exposure of a site in estuarine  and  closed  water  to  local  wind  generated  waves.  WEMo  works  in  two  different  modes:  the  Representative  Wave  Energy  (RWE)  mode  calculates  the  exposure  using  physical parameters like wave energy and wave height, while the Relative Exposure Index (REI) empirically calculates exposure as a unitless index. Detailed working of the model in both  modes  and  their  procedures  are  described  along  with  a  few  sample  runs.  WEMo  model  output  in  RWE  mode  (wave  height  and  wave  energy)  is  compared  against  data  collected  from  wave  sensors  near  Harkers  Island,  North  Carolina  for  validation  purposes.  Computed results agreed well with the wave sensors data indicating that WEMo can be an effective tool in predicting local wave energy in closed estuarine environments."
58,https://www.usgs.gov/software/pedestrian-evacuation-analyst-tool,Pedestrian Evacuation Analyst Tool,Summary,"The Pedestrian Evacuation Analyst is an ArcGIS extension that estimates how long it would take for someone to travel on foot out of a hazardous area that was threatened by a sudden event such as a tsunami, flash flood, or volcanic lahar.  It takes into account the elevation changes and the different types of landcover that a person would encounter along the way. The Pedestrian Evacuation Analyst produces maps of pedestrian travel times to high ground for every location in the threatened area (hazard zone). If provided information about where people are located in the hazard zone, the tool will also calculate counts of people at different travel time intervals and generate graphs and tables of the results. The tool can also be used to examine the potential benefits of vertical evacuation structures, which are buildings or berms designed to provide a local high ground in low-lying areas of the hazard zone. The latest version of the tool, EvacAnalystInstaller_20141023, or PEAT tool for ArcGIS 10.3 - 10.5 and Windows 7, 8, and 10 available on ScienceBase.  The tool is now compatible with ArcGIS 10.3.1 and has improved error reporting. Please uninstall the old version before installing the new version."
59,https://data.usgs.gov/modelcatalog/model/USGS:d5be58e8-28cf-442b-9c97-4f0d171fbf28,SOILWAT2,Summary,"SOILWAT2 is a daily time step, multiple soil layer, process-based simulation model of ecosystem water balance. Inputs to SOILWAT2 include local meteorology (daily temperature and precipitation, mean monthly relative humidity, wind speed and cloud cover), vegetation (monthly total biomass, % live biomass, surface litter, belowground rooting profile) and soil texture (gravel, sand, silt, and clay) to simulate daily ecosystem water balance. SOILWAT2 simulates precipitation interception by vegetation and litter, evaporation of intercepted water, snowmelt, sublimation and wind redistribution of snow, moisture infiltration, saturated and unsaturated percolation and hydraulic redistribution for each soil layer, bare-soil evaporation, transpiration, and deep drainage. Additionally, SOILWAT2 tracks daily changes in soil temperature in each layer of the soil profile. SOILWAT2 contains of six major modules: atmosphere, vegetation, precipitation, vertical soil water movement, evapotranspiration, and soil temperature. (Palmquist et al., 2018, Ecosphere)."
60,https://onlinelibrary.wiley.com/doi/10.1111/gcb.14728,Sagebrush Hurdle Model,Abstract,"Species distribution models (SDMs) that rely on regional-scale environmental variables will play a key role in forecasting species occurrence in the face of climate change. However, in the Anthropocene, a number of local-scale anthropogenic variables, including wildfire history, land-use change, invasive species, and ecological restoration practices can override regional-scale variables to drive patterns of species distribution. Incorporating these human-induced factors into SDMs remains a major research challenge, in part because spatial variability in these factors occurs at fine scales, rendering prediction over regional extents problematic. Here, we used big sagebrush (Artemisia tridentata Nutt.) as a model species to explore whether including human-induced factors improves the fit of the SDM. We applied a Bayesian hurdle spatial approach using 21,753 data points of field-sampled vegetation obtained from the LANDFIRE program to model sagebrush occurrence and cover by incorporating fire history metrics and restoration treatments from 1980 to 2015 throughout the Great Basin of North America. Models including fire attributes and restoration treatments performed better than those including only climate and topographic variables. Number of fires and fire occurrence had the strongest relative effects on big sagebrush occurrence and cover, respectively. The models predicted that the probability of big sagebrush occurrence decreases by 1.2% (95% CI: −6.9%, 0.6%) when one fire occurs and cover decreases by 44.7% (95% CI: −47.9%, −41.3%) if at least one fire occurred over the 36 year period of record. Restoration practices increased the probability of big sagebrush occurrence but had minimal effect on cover. Our results demonstrate the potential value of including disturbance and land management along with climate in models to predict species distributions. As an increasing number of datasets representing land-use history become available, we anticipate that our modeling framework will have broad relevance across a range of biomes and species."
